order_id;Date_and_time_of_unloading;Product_code;Amount;Sale_amount;Discount_amount;Profit;Percentage_markup;Discount_percentage
2650;09.02.2020 17:00:00;298;3;540;;270,96;100,71;
2651;09.02.2020 17:00:00;299;1;162;18;72,32;80,64;10
2652;09.02.2020 17:00:00;339;1,25;1055;45;455;75,83;4,09
2653;09.02.2020 17:00:00;364;2;627,66;72,34;357,66;132,47;10,33
2654;09.02.2020 17:00:00;377;2;320;40;132,38;70,56;11,11
2655;09.02.2020 17:00:00;380;2;600;;300;100;
2656;09.02.2020 17:00:00;457;1;350;;171;95,53;
2657;09.02.2020 17:00:00;519;1;179,41;20,59;179,41;;10,3
2658;09.02.2020 17:00:00;566;3;591,84;68,16;253,77;75,06;10,33
2659;09.02.2020 17:00:00;591;2;270;30;165;157,14;10
2660;09.02.2020 17:00:00;637;0,5;300;;165;122,22;
2661;09.02.2020 17:00:00;643;1;224,49;25,51;77,49;52,71;10,2
2662;09.02.2020 17:00:00;654;2,5;1817,39;182,61;934,89;105,94;9,13
2663;09.02.2020 17:00:00;706;3;423,16;56,84;162,97;62,63;11,84
2664;09.02.2020 17:00:00;717;1;250;;250;;
2665;09.02.2020 17:00:00;770;0,5;280;;158,75;130,93;
2666;09.02.2020 17:00:00;898;1;313,74;36,26;313,74;;10,36
2667;09.02.2020 17:00:00;965;2;500;;270;117,39;
2668;09.02.2020 17:00:00;969;0,75;690;;427,5;162,86;
2669;09.02.2020 17:00:00;1030;4;780;20;388;98,98;2,5
2670;09.02.2020 17:00:00;1032;2;378,88;21,12;158,88;72,22;5,28
2671;09.02.2020 17:00:00;1057;1;280;;124;79,49;
2672;09.02.2020 17:00:00;1107;1;400;;169;73,16;
2673;09.02.2020 17:00:00;1201;0,5;225;15;117;108,33;6,25
2674;09.02.2020 17:00:00;1203;1;465;55;257,36;123,95;10,58
2675;09.02.2020 17:00:00;1204;1;270;;135;100;
2676;09.02.2020 17:00:00;1217;1;161,63;18,37;80,8;99,96;10,21
2677;09.02.2020 17:00:00;1256;0,25;161,05;18,95;73,55;84,06;10,53
2678;09.02.2020 17:00:00;1276;1;320;80;116;56,86;20
2679;09.02.2020 17:00:00;1425;3,25;1209,13;90,87;396,63;48,82;6,99
2680;09.02.2020 17:00:00;1445;1,25;860,87;39,13;529,62;159,89;4,35
2681;09.02.2020 17:00:00;1446;1,75;1185;75;616,25;108,35;5,95
2682;09.02.2020 17:00:00;1474;1;655;225;206,66;46,09;25,57
2683;09.02.2020 17:00:00;1479;1;216;54;87,3;67,83;20
2684;09.02.2020 17:00:00;1510;2;448;112;188;72,31;20
2685;09.02.2020 17:00:00;1534;1;400;;190;90,48;
2686;09.02.2020 17:00:00;1561;4,25;2163,52;216,48;1172;118,2;9,1
2687;09.02.2020 17:00:00;1570;1;320;80;105,5;49,18;20
2688;09.02.2020 17:00:00;1576;0,75;580;20;309,42;114,35;3,33
2689;09.02.2020 17:00:00;1577;2;645,31;34,69;293,31;83,33;5,1
2690;09.02.2020 17:00:00;1652;2;666;74;307,4;85,72;10
2691;09.02.2020 17:00:00;1692;0,25;111,48;28,52;53,98;93,88;20,37
2692;09.02.2020 17:00:00;1695;3,25;1570;120;757,5;93,23;7,1
2693;09.02.2020 17:00:00;1697;0,75;315;15;195;162,5;4,55
2694;09.02.2020 17:00:00;1724;1,75;1050;;568,75;118,18;
2695;09.02.2020 17:00:00;1733;1,75;950,59;29,41;613,72;182,18;3
2696;09.02.2020 17:00:00;1768;4;2190;210;1094;99,82;8,75
2697;09.02.2020 17:00:00;1773;1;320;80;107;50,23;20
2698;09.02.2020 17:00:00;1781;0,5;440;;209,37;90,78;
2699;09.02.2020 17:00:00;1782;3;2220;180;1006,64;82,96;7,5
2700;09.02.2020 17:00:00;1794;1;450;;200;80;
2701;09.02.2020 17:00:00;1818;2;465;55;245;111,36;10,58
2702;09.02.2020 17:00:00;1829;1;380;;144;61,02;
2703;09.02.2020 17:00:00;1839;0,75;725;25;327,5;82,39;3,33
2704;09.02.2020 17:00:00;1847;2;548,63;211,37;124,63;29,39;27,81
2705;09.02.2020 17:00:00;1857;1;377,14;42,86;155,14;69,88;10,2
2706;09.02.2020 17:00:00;1860;3,25;2892,88;227,12;1259,1;77,07;7,28
2707;09.02.2020 17:00:00;1866;1;493,88;56,12;185,88;60,35;10,2
2708;09.02.2020 17:00:00;1869;1;318,52;81,48;132,47;71,2;20,37
2709;09.02.2020 17:00:00;1870;1;300;;185,13;161,16;
2710;09.02.2020 17:00:00;1871;5;1030,55;69,45;467,1;82,9;6,31
2711;10.02.2020 17:00:00;130;2;600;;318;112,77;
2712;10.02.2020 17:00:00;133;1;303,75;76,25;115,75;61,57;20,07
2713;10.02.2020 17:00:00;135;2;660;;332;101,22;
2714;10.02.2020 17:00:00;137;1;420;;189;81,82;
2715;10.02.2020 17:00:00;141;1;332,67;37,33;117,67;54,73;10,09
2716;10.02.2020 17:00:00;155;2;880;;394;81,07;
2717;10.02.2020 17:00:00;170;1;765;85;178;30,32;10
2718;10.02.2020 17:00:00;177;1;900;100;332;58,45;10
2719;10.02.2020 17:00:00;204;1;585;65;190;48,1;10
2720;10.02.2020 17:00:00;236;4;1259,4;140,6;516,6;69,55;10,04
2721;10.02.2020 17:00:00;256;1;330;;158;91,86;
2722;10.02.2020 17:00:00;257;1;230;100;77;50,33;30,3
2723;10.02.2020 17:00:00;267;1;350;;159;83,25;
2724;10.02.2020 17:00:00;270;3;1133,64;126,36;440,64;63,58;10,03
2725;10.02.2020 17:00:00;271;1;450;50;179;66,05;10
2726;10.02.2020 17:00:00;281;2;479,17;120,83;159,17;49,74;20,14
2727;10.02.2020 17:00:00;282;2;798,3;141,7;456,3;133,42;15,07
2728;10.02.2020 17:00:00;285;2;800;;338;73,16;
2729;10.02.2020 17:00:00;296;8;1302,79;137,21;552,31;73,59;9,53
2730;10.02.2020 17:00:00;298;8;1365,67;74,33;648,23;90,35;5,16
2731;10.02.2020 17:00:00;299;10;1743,5;56,5;846,7;94,41;3,14
2732;10.02.2020 17:00:00;339;1,5;1206;114;486;67,5;8,64
2733;10.02.2020 17:00:00;364;2;630;70;360;133,33;10
2734;10.02.2020 17:00:00;365;1;270;30;144;114,29;10
2735;10.02.2020 17:00:00;377;11;1843,49;136,51;811,58;78,65;6,89
2736;10.02.2020 17:00:00;380;2;478,91;121,09;178,91;59,64;20,18
2737;10.02.2020 17:00:00;381;1;300;;197;191,26;
2738;10.02.2020 17:00:00;398;1;399;171;38;10,53;30
2739;10.02.2020 17:00:00;430;2;1439;361;438;43,76;20,06
2740;10.02.2020 17:00:00;457;2;629,41;70,59;271,41;75,81;10,08
2741;10.02.2020 17:00:00;476;1;300;;147,78;97,08;
2742;10.02.2020 17:00:00;489;1;280;;112,44;67,1;
2743;10.02.2020 17:00:00;518;6;1365;75;533,1;64,08;5,21
2744;10.02.2020 17:00:00;520;1;250;;135;117,39;
2745;10.02.2020 17:00:00;564;4,5;2020;140;1011,1;100,22;6,48
2746;10.02.2020 17:00:00;566;11;2280;140;1040,41;83,93;5,79
2747;10.02.2020 17:00:00;591;3;389,13;60,87;231,63;147,07;13,53
2748;10.02.2020 17:00:00;637;5,25;3045;105;1627,5;114,81;3,33
2749;10.02.2020 17:00:00;643;4;975;25;387;65,82;2,5
2750;10.02.2020 17:00:00;653;1;270;30;122;82,43;10
2751;10.02.2020 17:00:00;654;7;5109,13;490,87;2638,13;106,76;8,77
2752;10.02.2020 17:00:00;688;3;755,83;54,17;387,67;105,3;6,69
2753;10.02.2020 17:00:00;706;4;607,06;32,94;260,14;74,99;5,15
2754;10.02.2020 17:00:00;717;6;1475;25;1475;;1,67
2755;10.02.2020 17:00:00;770;2;1090;30;605;124,74;2,68
2756;10.02.2020 17:00:00;839;1;175;45;31;21,53;20,45
2757;10.02.2020 17:00:00;895;1;270;30;109;67,7;10
2758;10.02.2020 17:00:00;899;3;943,68;106,32;943,68;;10,13
2759;10.02.2020 17:00:00;902;1;950;;416;77,9;
2760;10.02.2020 17:00:00;933;1;520;130;150;40,54;20
2761;10.02.2020 17:00:00;948;1;480;;203;73,29;
2762;10.02.2020 17:00:00;965;1;250;;135;117,39;
2763;10.02.2020 17:00:00;969;5,5;4696,09;363,91;2771,09;143,95;7,19
2764;10.02.2020 17:00:00;1021;1;295;35;122;70,52;10,61
2765;10.02.2020 17:00:00;1030;6;1158,82;41,18;570,82;97,08;3,43
2766;10.02.2020 17:00:00;1032;12;2214,84;185,16;894,84;67,79;7,72
2767;10.02.2020 17:00:00;1057;1;330;;174;111,54;
2768;10.02.2020 17:00:00;1071;2;585;255;113;23,94;30,36
2769;10.02.2020 17:00:00;1131;1;360;40;134;59,29;10
2770;10.02.2020 17:00:00;1192;2;1039,28;260,72;219,28;26,74;20,06
2771;10.02.2020 17:00:00;1201;2,25;1040;40;554;113,99;3,7
2772;10.02.2020 17:00:00;1203;2;983,65;56,35;568,37;136,86;5,42
2773;10.02.2020 17:00:00;1205;7,75;3863,96;476,04;2504,22;184,17;10,97
2774;10.02.2020 17:00:00;1217;1;161,05;18,95;80,22;99,25;10,53
2775;10.02.2020 17:00:00;1250;1;243;27;125;105,93;10
2776;10.02.2020 17:00:00;1256;1,5;853;227;328;62,48;21,02
2777;10.02.2020 17:00:00;1275;1;350;;165;89,19;
2778;10.02.2020 17:00:00;1276;3;1079,74;120,26;467,74;76,43;10,02
2779;10.02.2020 17:00:00;1317;4;800;;410;105,13;
2780;10.02.2020 17:00:00;1318;1;200;;102,5;105,13;
2781;10.02.2020 17:00:00;1367;1;315;35;110;53,66;10
2782;10.02.2020 17:00:00;1398;1;420;;186;79,49;
2783;10.02.2020 17:00:00;1425;4,25;1440,15;259,85;377,65;35,54;15,29
2784;10.02.2020 17:00:00;1445;8,75;6044,94;255,06;3726,19;160,7;4,05
2785;10.02.2020 17:00:00;1446;1,5;941,05;138,95;453,55;93,04;12,87
2786;10.02.2020 17:00:00;1450;1,5;1140;;465;68,89;
2787;10.02.2020 17:00:00;1471;1;2,62;317,38;-159,38;-98,38;99,18
2788;10.02.2020 17:00:00;1472;3;602,46;297,54;152,46;33,88;33,06
2789;10.02.2020 17:00:00;1474;3,75;3135;165;1453,76;86,47;5
2790;10.02.2020 17:00:00;1479;1;255,79;64,21;127,09;98,75;20,07
2791;10.02.2020 17:00:00;1494;2;560;;290;107,41;
2792;10.02.2020 17:00:00;1509;7;1730,83;229,17;844,14;95,2;11,69
2793;10.02.2020 17:00:00;1517;1;540;60;245;83,05;10
2794;10.02.2020 17:00:00;1561;5,5;2761,62;238,38;1478,47;115,22;7,95
2795;10.02.2020 17:00:00;1563;1;545;15;345;172,5;2,68
2796;10.02.2020 17:00:00;1565;2;900;100;382;73,75;10
2797;10.02.2020 17:00:00;1570;1;319,56;80,44;105,06;48,98;20,11
2798;10.02.2020 17:00:00;1576;3,75;2590;410;1237,1;91,44;13,67
2799;10.02.2020 17:00:00;1590;5;1763,67;36,33;783,67;79,97;2,02
2800;10.02.2020 17:00:00;1652;1;370;;190,7;106,36;
2801;10.02.2020 17:00:00;1654;3;956,63;153,37;405,53;73,59;13,82
2802;10.02.2020 17:00:00;1672;2;1100;;547;98,92;
2803;10.02.2020 17:00:00;1681;3,5;3286;74;1771,65;116,99;2,2
2804;10.02.2020 17:00:00;1688;3,25;1370,59;89,41;421,59;44,42;6,12
2805;10.02.2020 17:00:00;1690;1;450;50;188;71,76;10
2806;10.02.2020 17:00:00;1692;3,75;1935,47;164,53;1072,97;124,4;7,83
2807;10.02.2020 17:00:00;1695;1;447,63;72,37;197,63;79,05;13,92
2808;10.02.2020 17:00:00;1697;1,5;500;40;260;108,33;7,41
2809;10.02.2020 17:00:00;1698;1;214,62;25,38;99,62;86,63;10,58
2810;10.02.2020 17:00:00;1724;2;1110;90;560;101,82;7,5
2811;10.02.2020 17:00:00;1733;3;1555,86;124,14;978,36;169,41;7,39
2812;10.02.2020 17:00:00;1768;6,5;3779,69;120,31;1998,69;112,22;3,08
2813;10.02.2020 17:00:00;1773;2;403,28;396,72;-22,72;-5,33;49,59
2814;10.02.2020 17:00:00;1776;1;263,79;66,21;109,79;71,29;20,06
2815;10.02.2020 17:00:00;1781;2;1662,24;97,76;739,74;80,19;5,55
2816;10.02.2020 17:00:00;1782;2,75;2118,64;81,36;1006,41;90,49;3,7
2817;10.02.2020 17:00:00;1787;1;2,7;327,3;-151,3;-98,25;99,18
2818;10.02.2020 17:00:00;1794;2;855;45;362;73,43;5
2819;10.02.2020 17:00:00;1809;1;300;;152;102,7;
2820;10.02.2020 17:00:00;1821;3;532,68;307,32;82,68;18,37;36,59
2821;10.02.2020 17:00:00;1822;3;782,38;57,62;332,38;73,86;6,86
2822;10.02.2020 17:00:00;1825;1;280;;160;133,33;
2823;10.02.2020 17:00:00;1829;1;300;80;64;27,12;21,05
2824;10.02.2020 17:00:00;1836;1;350;;159;83,25;
2825;10.02.2020 17:00:00;1838;2;665,36;74,64;263,36;65,51;10,09
2826;10.02.2020 17:00:00;1839;6,5;5757,28;742,72;2312,28;67,12;11,43
2827;10.02.2020 17:00:00;1844;1,5;1425;15;645;82,69;1,04
2828;10.02.2020 17:00:00;1847;3;911,16;228,84;275,16;43,26;20,07
2829;10.02.2020 17:00:00;1851;1;400;;186;86,92;
2830;10.02.2020 17:00:00;1855;1;650;;253;63,73;
2831;10.02.2020 17:00:00;1856;1;470;;220;88;
2832;10.02.2020 17:00:00;1858;1;370;;182;96,81;
2833;10.02.2020 17:00:00;1860;3,75;3187,71;412,29;1302,59;69,1;11,45
2834;10.02.2020 17:00:00;1865;1;400;;226,2;130,15;
2835;10.02.2020 17:00:00;1866;1;439,64;110,36;131,64;42,74;20,07
2836;10.02.2020 17:00:00;1871;7;1446;94;657,17;83,31;6,1
2837;11.02.2020 16:00:00;128;1;315;35;136;75,98;10
2838;11.02.2020 16:00:00;131;1;300;;154;105,48;
2839;11.02.2020 16:00:00;155;3;1231,5;88,5;502,5;68,93;6,7
2840;11.02.2020 16:00:00;209;1;293,92;126,08;58,92;25,07;30,02
2841;11.02.2020 16:00:00;236;3;980;70;422,9;75,91;6,67
2842;11.02.2020 16:00:00;238;1;296,84;33,16;121,84;69,62;10,05
2843;11.02.2020 16:00:00;243;1;291,18;158,82;0,18;0,06;35,29
2844;11.02.2020 16:00:00;257;1;295,75;34,25;142,75;93,3;10,38
2845;11.02.2020 16:00:00;270;3;1133,53;126,47;440,53;63,57;10,04
2846;11.02.2020 16:00:00;281;1;269,45;30,55;109,45;68,41;10,18
2847;11.02.2020 16:00:00;293;1;594,91;255,09;104,91;21,41;30,01
2848;11.02.2020 16:00:00;295;2;934,94;165,06;318,94;51,78;15,01
2849;11.02.2020 16:00:00;298;15;2500,71;199,29;1155,51;85,9;7,38
2850;11.02.2020 16:00:00;299;3;500;40;230,96;85,85;7,41
2851;11.02.2020 16:00:00;339;1,25;986,78;113,22;386,78;64,46;10,29
2852;11.02.2020 16:00:00;358;2;600;;414,08;222,72;
2853;11.02.2020 16:00:00;365;2;479,41;120,59;227,41;90,24;20,1
2854;11.02.2020 16:00:00;377;5;900;;430,95;91,88;
2855;11.02.2020 16:00:00;380;1;268,9;31,1;118,9;79,27;10,37
2856;11.02.2020 16:00:00;381;1;300;;197;191,26;
2857;11.02.2020 16:00:00;457;3;1050;;513;95,53;
2858;11.02.2020 16:00:00;464;1;250;30;120;92,31;10,71
2859;11.02.2020 16:00:00;518;6;1339,85;100,15;507,95;61,06;6,95
2860;11.02.2020 16:00:00;519;6;1019,96;180,04;1019,96;;15
2861;11.02.2020 16:00:00;520;1;200;50;85;73,91;20
2862;11.02.2020 16:00:00;564;7;2885,92;474,08;1316,52;83,89;14,11
2863;11.02.2020 16:00:00;566;6;1295;25;618,86;91,53;1,89
2864;11.02.2020 16:00:00;591;3;434,93;15,07;277,43;176,15;3,35
2865;11.02.2020 16:00:00;637;11,8;6863,53;216,47;3677,53;115,43;3,06
2866;11.02.2020 16:00:00;639;2;643,04;116,96;287,54;80,88;15,39
2867;11.02.2020 16:00:00;643;3;624,87;125,13;183,87;41,69;16,68
2868;11.02.2020 16:00:00;654;8;5833,42;566,58;3009,42;106,57;8,85
2869;11.02.2020 16:00:00;688;1;270;;147,28;120,01;
2870;11.02.2020 16:00:00;706;1;160;;73,27;84,48;
2871;11.02.2020 16:00:00;770;1,75;905;75;480,62;113,25;7,65
2872;11.02.2020 16:00:00;810;4;1828,99;91,01;948,99;107,84;4,74
2873;11.02.2020 16:00:00;850;2;489,93;210,07;99,93;25,62;30,01
2874;11.02.2020 16:00:00;948;1;480;;203;73,29;
2875;11.02.2020 16:00:00;965;1;200;50;85;73,91;20
2876;11.02.2020 16:00:00;969;2,25;1827,17;242,83;1039,67;132,02;11,73
2877;11.02.2020 16:00:00;1030;2;358,82;41,18;162,82;83,07;10,3
2878;11.02.2020 16:00:00;1032;9;1677,36;122,64;687,36;69,43;6,81
2879;11.02.2020 16:00:00;1057;1;296,84;33,16;140,84;90,28;10,05
2880;11.02.2020 16:00:00;1071;1;339,23;80,77;103,23;43,74;19,23
2881;11.02.2020 16:00:00;1136;3;700;50;287,5;69,7;6,67
2882;11.02.2020 16:00:00;1201;5,25;2395;125;1261;111,2;4,96
2883;11.02.2020 16:00:00;1203;0,5;205;55;101,18;97,46;21,15
2884;11.02.2020 16:00:00;1204;1;270;;135;100;
2885;11.02.2020 16:00:00;1205;14,5;5131,43;2988,57;2587,39;101,7;36,81
2886;11.02.2020 16:00:00;1217;1;180;;99,17;122,69;
2887;11.02.2020 16:00:00;1238;4;1090;;670;159,52;
2888;11.02.2020 16:00:00;1256;4,26;2658,26;408,94;1167,26;78,29;13,33
2889;11.02.2020 16:00:00;1268;3;566,91;243,09;206,91;57,48;30,01
2890;11.02.2020 16:00:00;1277;1;958,65;241,35;210,65;28,16;20,11
2891;11.02.2020 16:00:00;1317;2;400;;205;105,13;
2892;11.02.2020 16:00:00;1318;2;400;;205;105,13;
2893;11.02.2020 16:00:00;1330;4;1365;35;625;84,46;2,5
2894;11.02.2020 16:00:00;1433;1;270;30;113,33;72,34;10
2895;11.02.2020 16:00:00;1445;7,75;5204,83;375,17;3151,08;153,43;6,72
2896;11.02.2020 16:00:00;1446;2,25;1420,49;199,51;689,24;94,26;12,32
2897;11.02.2020 16:00:00;1474;2;1577,96;182,04;681,3;75,98;10,34
2898;11.02.2020 16:00:00;1479;2;575;65;317,6;123,39;10,16
2899;11.02.2020 16:00:00;1486;3;1890;210;690;57,5;10
2900;11.02.2020 16:00:00;1510;1;250;30;120;92,31;10,71
2901;11.02.2020 16:00:00;1561;6;2810,49;549,51;1462,11;108,43;16,35
2902;11.02.2020 16:00:00;1563;4,25;2115,09;264,91;1265,09;148,83;11,13
2903;11.02.2020 16:00:00;1570;1;319,55;80,45;105,05;48,97;20,11
2904;11.02.2020 16:00:00;1576;7,25;5249,19;550,81;2633,59;100,69;9,5
2905;11.02.2020 16:00:00;1588;2;520;140;190;57,58;21,21
2906;11.02.2020 16:00:00;1640;1;269,44;30,56;144,44;115,55;10,19
2907;11.02.2020 16:00:00;1652;3;1035,81;74,19;497,91;92,57;6,68
2908;11.02.2020 16:00:00;1672;1;550;;273,5;98,92;
2909;11.02.2020 16:00:00;1692;1,5;738,41;101,59;393,41;114,03;12,09
2910;11.02.2020 16:00:00;1697;4;1685;75;1045;163,28;4,26
2911;11.02.2020 16:00:00;1698;1;240;;125;108,7;
2912;11.02.2020 16:00:00;1709;3;1200;;597;99;
2913;11.02.2020 16:00:00;1713;3;1862,34;177,66;908,34;95,21;8,71
2914;11.02.2020 16:00:00;1724;1,5;900;;487,5;118,18;
2915;11.02.2020 16:00:00;1733;9;3357,13;282,87;1624,63;93,77;7,77
2916;11.02.2020 16:00:00;1744;9;4304,49;735,51;2054,49;91,31;14,59
2917;11.02.2020 16:00:00;1768;19,25;10702,31;847,69;5427,81;102,91;7,34
2918;11.02.2020 16:00:00;1778;1;315;35;138;77,97;10
2919;11.02.2020 16:00:00;1780;1;315;35;138;77,97;10
2920;11.02.2020 16:00:00;1781;1;788;92;326,76;70,84;10,45
2921;11.02.2020 16:00:00;1782;0,75;499,98;100,02;196,64;64,82;16,67
2922;11.02.2020 16:00:00;1809;4;956,96;243,04;364,96;61,65;20,25
2923;11.02.2020 16:00:00;1822;1;251,74;28,26;101,74;67,83;10,09
2924;11.02.2020 16:00:00;1826;1;250;30;110;78,57;10,71
2925;11.02.2020 16:00:00;1839;1,75;1524,06;225,94;596,56;64,32;12,91
2926;11.02.2020 16:00:00;1844;2;1770,07;149,93;730,07;70,2;7,81
2927;11.02.2020 16:00:00;1847;2;603,53;156,47;179,53;42,34;20,59
2928;11.02.2020 16:00:00;1848;1;290;160;47;19,34;35,56
2929;11.02.2020 16:00:00;1858;2;660;80;284;75,53;10,81
2930;11.02.2020 16:00:00;1860;5;4307,38;492,62;1793,88;71,37;10,26
2931;11.02.2020 16:00:00;1863;1;270;50;138;104,55;15,63
2932;11.02.2020 16:00:00;1864;2;658,82;141,18;247,42;60,14;17,65
2933;11.02.2020 16:00:00;1871;4;830;50;379,24;84,13;5,68
2934;12.02.2020 17:00:00;132;1;245;105;66;36,87;30
2935;12.02.2020 17:00:00;133;1;266;114;78;41,49;30
2936;12.02.2020 17:00:00;236;5;1433,88;316,12;505,38;54,43;18,06
2937;12.02.2020 17:00:00;270;6;2139,12;380,88;753,12;54,34;15,11
2938;12.02.2020 17:00:00;280;1;700;300;84;13,64;30
2939;12.02.2020 17:00:00;296;3;426,88;113,12;145,45;51,68;20,95
2940;12.02.2020 17:00:00;298;1;180;;90,32;100,71;
2941;12.02.2020 17:00:00;339;1,75;1363;177;523;62,26;11,49
2942;12.02.2020 17:00:00;364;1;245;105;110;81,48;30
2943;12.02.2020 17:00:00;365;1;210;90;84;66,67;30
2944;12.02.2020 17:00:00;380;1;210;90;60;40;30
2945;12.02.2020 17:00:00;441;1;1050;450;-57,7;-5,21;30
2946;12.02.2020 17:00:00;464;2;503,12;56,88;243,12;93,51;10,16
2947;12.02.2020 17:00:00;466;1;270;30;110;68,75;10
2948;12.02.2020 17:00:00;518;1;215;25;76,35;55,07;10,42
2949;12.02.2020 17:00:00;519;3;420;180;420;;30
2950;12.02.2020 17:00:00;520;1;175;75;60;52,17;30
2951;12.02.2020 17:00:00;564;0,75;360;;191,85;114,09;
2952;12.02.2020 17:00:00;591;1;105;45;52,5;100;30
2953;12.02.2020 17:00:00;637;0,75;450;;247,5;122,22;
2954;12.02.2020 17:00:00;653;2;600;;304;102,7;
2955;12.02.2020 17:00:00;654;3;1920;480;861;81,3;20
2956;12.02.2020 17:00:00;706;5;690;110;256,35;59,11;13,75
2957;12.02.2020 17:00:00;717;2;425;75;425;;15
2958;12.02.2020 17:00:00;895;3;900;;417;86,34;
2959;12.02.2020 17:00:00;898;2;524,56;175,44;524,56;;25,06
2960;12.02.2020 17:00:00;899;1;315;35;315;;10
2961;12.02.2020 17:00:00;969;0,75;483;207;220,5;84;30
2962;12.02.2020 17:00:00;977;1;259;111;86,3;49,97;30
2963;12.02.2020 17:00:00;1021;1;295;35;122;70,52;10,61
2964;12.02.2020 17:00:00;1030;3;460;140;166;56,46;23,33
2965;12.02.2020 17:00:00;1131;1;280;120;54;23,89;30
2966;12.02.2020 17:00:00;1193;1;455;195;45;10,98;30
2967;12.02.2020 17:00:00;1201;1,25;535;65;265;98,15;10,83
2968;12.02.2020 17:00:00;1205;3,75;1626,83;473,17;968,9;147,26;22,53
2969;12.02.2020 17:00:00;1213;2;784;336;154;24,44;30
2970;12.02.2020 17:00:00;1277;2;1800;600;304;20,32;25
2971;12.02.2020 17:00:00;1390;1;336;144;57;20,43;30
2972;12.02.2020 17:00:00;1445;0,75;540;;341,25;171,7;
2973;12.02.2020 17:00:00;1474;1,5;1229;91;556,51;82,75;6,89
2974;12.02.2020 17:00:00;1486;2;980;420;180;22,5;30
2975;12.02.2020 17:00:00;1510;2;445;115;185;71,15;20,54
2976;12.02.2020 17:00:00;1561;1;530;30;313,7;145,03;5,36
2977;12.02.2020 17:00:00;1563;0,5;252;28;152;152;10
2978;12.02.2020 17:00:00;1565;2;900;100;382;73,75;10
2979;12.02.2020 17:00:00;1570;2;600;200;171;39,86;25
2980;12.02.2020 17:00:00;1576;1,5;1060;140;518,85;95,88;11,67
2981;12.02.2020 17:00:00;1607;1;329;141;64;24,15;30
2982;12.02.2020 17:00:00;1652;1;259;111;79,7;44,45;30
2983;12.02.2020 17:00:00;1654;1;259;111;75,3;40,99;30
2984;12.02.2020 17:00:00;1692;0,75;349,83;70,17;177,33;102,8;16,71
2985;12.02.2020 17:00:00;1697;1;440;;280;175;
2986;12.02.2020 17:00:00;1713;0,25;170;;90,5;113,84;
2987;12.02.2020 17:00:00;1733;0,5;200;;103,75;107,79;
2988;12.02.2020 17:00:00;1744;1,75;791;189;353,5;80,8;19,29
2989;12.02.2020 17:00:00;1768;1;600;;326;118,98;
2990;12.02.2020 17:00:00;1781;0,25;154;66;38,69;33,55;30
2991;12.02.2020 17:00:00;1782;0,25;200;;98,89;97,8;
2992;12.02.2020 17:00:00;1792;1;350;150;66;23,24;30
2993;12.02.2020 17:00:00;1809;2;600;;304;102,7;
2994;12.02.2020 17:00:00;1822;3;693,66;146,34;243,66;54,15;17,42
2995;12.02.2020 17:00:00;1826;1;280;;140;100;
2996;12.02.2020 17:00:00;1839;0,75;624,7;125,3;227,2;57,16;16,71
2997;12.02.2020 17:00:00;1844;1,25;863,71;336,29;213,71;32,88;28,02
2998;12.02.2020 17:00:00;1852;2;830;210;274;49,28;20,19
2999;12.02.2020 17:00:00;1854;1;259;111;59;29,5;30
3000;12.02.2020 17:00:00;1857;1;375;45;153;68,92;10,71
3001;12.02.2020 17:00:00;1860;2,5;1847,71;552,29;590,95;47,02;23,01
3002;12.02.2020 17:00:00;1863;2;448;192;184;69,7;30
3003;12.02.2020 17:00:00;1865;3;840;360;318,6;61,1;30
3004;12.02.2020 17:00:00;1866;2;770;330;154;25;30
3005;12.02.2020 17:00:00;1868;1;2660;1140;471,64;21,55;30
3006;12.02.2020 17:00:00;1870;2;420;180;190,26;82,82;30
3007;12.02.2020 17:00:00;1873;1;980;420;182;22,81;30
3008;13.02.2020 18:00:00;131;1;210;90;64;43,84;30
3009;13.02.2020 18:00:00;257;3;940,2;49,8;481,2;104,84;5,03
3010;13.02.2020 18:00:00;267;1;350;;159;83,25;
3011;13.02.2020 18:00:00;270;1;420;;189;81,82;
3012;13.02.2020 18:00:00;298;4;720;;361,28;100,71;
3013;13.02.2020 18:00:00;339;0,25;195;25;75;62,5;11,36
3014;13.02.2020 18:00:00;365;1;284,89;15,11;158,89;126,1;5,04
3015;13.02.2020 18:00:00;381;1;300;;197;191,26;
3016;13.02.2020 18:00:00;476;1;284,91;15,09;132,69;87,17;5,03
3017;13.02.2020 18:00:00;518;1;215;25;76,35;55,07;10,42
3018;13.02.2020 18:00:00;519;4;719,54;80,46;719,54;;10,06
3019;13.02.2020 18:00:00;520;1;250;;135;117,39;
3020;13.02.2020 18:00:00;564;0,25;95;25;38,95;69,49;20,83
3021;13.02.2020 18:00:00;566;1;175;45;62,31;55,29;20,45
3022;13.02.2020 18:00:00;637;1,25;673,97;76,03;336,47;99,69;10,14
3023;13.02.2020 18:00:00;654;0,75;560;40;295,25;111,52;6,67
3024;13.02.2020 18:00:00;717;2;449,54;50,46;449,54;;10,09
3025;13.02.2020 18:00:00;810;1,75;715,68;44,32;330,68;85,89;5,83
3026;13.02.2020 18:00:00;1021;1;330;;157;90,75;
3027;13.02.2020 18:00:00;1030;4;759,73;40,27;367,73;93,81;5,03
3028;13.02.2020 18:00:00;1205;1;501,62;58,38;326,17;185,9;10,43
